,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,24/1/21 11:03,photo,studying,positive,75
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,9/4/21 2:46,photo,studying,negative,0
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2/2/21 3:43,photo,studying,positive,75
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,4/2/21 3:06,photo,studying,positive,30
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,9/11/20 2:49,photo,studying,negative,10
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,29/9/20 16:00,photo,studying,negative,15
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,29/11/20 21:33,photo,studying,negative,10
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,13/2/21 7:54,photo,studying,positive,70
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,14/7/20 5:28,photo,studying,positive,30
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23/8/20 10:30,photo,studying,neutral,20
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,10/5/21 9:27,photo,studying,negative,12
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15/3/21 3:59,photo,studying,negative,5
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,25/6/20 17:01,photo,healthy eating,negative,10
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13/9/20 0:11,photo,healthy eating,positive,45
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 18:17,photo,healthy eating,neutral,35
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,11/2/21 4:53,photo,healthy eating,negative,15
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,8/3/21 10:40,photo,healthy eating,negative,5
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,28/3/21 21:15,photo,healthy eating,negative,0
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25/5/21 1:00,photo,healthy eating,negative,5
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,15/3/21 12:17,photo,healthy eating,positive,50
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,5/5/21 16:26,photo,healthy eating,positive,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,31/8/20 0:21,photo,healthy eating,positive,65
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,16/6/21 3:02,photo,healthy eating,positive,60
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,7/7/20 10:52,photo,healthy eating,neutral,20
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 7:59,photo,healthy eating,neutral,35
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,23/9/20 11:15,photo,healthy eating,positive,65
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,24/3/21 5:56,photo,healthy eating,positive,50
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,7/12/20 19:13,photo,healthy eating,negative,5
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/8/20 16:41,photo,healthy eating,positive,75
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/1/21 15:36,photo,healthy eating,positive,72
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,20/9/20 8:48,photo,healthy eating,negative,15
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20/7/20 14:06,photo,healthy eating,positive,70
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,24/10/20 12:15,photo,healthy eating,positive,72
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/6/21 1:27,photo,healthy eating,positive,30
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,25/12/20 0:09,photo,healthy eating,positive,60
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14/6/21 7:56,photo,healthy eating,positive,50
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,5/6/21 18:00,photo,healthy eating,positive,50
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18/11/20 23:37,photo,healthy eating,negative,5
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/5/21 2:42,photo,healthy eating,positive,30
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/5/21 8:38,photo,healthy eating,negative,10
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12/11/20 8:00,photo,healthy eating,neutral,35
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21/6/20 16:57,photo,healthy eating,positive,60
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,4/3/21 23:58,photo,healthy eating,positive,75
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,9/7/20 16:47,photo,healthy eating,positive,70
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,1/8/20 19:16,photo,healthy eating,negative,5
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/11/20 22:46,photo,healthy eating,negative,10
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11/12/20 14:08,photo,healthy eating,negative,15
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/4/21 23:41,photo,healthy eating,negative,10
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13/11/20 0:33,photo,healthy eating,positive,70
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/6/21 10:13,photo,healthy eating,positive,30
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29/10/20 19:41,photo,healthy eating,positive,65
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14/5/21 12:47,photo,healthy eating,positive,60
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,4/8/20 5:40,photo,healthy eating,negative,0
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,7/8/20 4:09,photo,healthy eating,positive,72
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23/10/20 21:19,photo,healthy eating,positive,72
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14/11/20 23:53,photo,healthy eating,positive,72
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,4/8/20 19:26,photo,healthy eating,negative,12
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12/11/20 4:54,photo,healthy eating,positive,30
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,3/4/21 12:17,photo,technology,negative,12
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,27/9/20 22:15,photo,technology,positive,70
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,27/10/20 5:45,photo,technology,positive,60
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,15/10/20 9:11,photo,technology,negative,15
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,7/5/21 9:16,photo,technology,positive,60
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16/9/20 8:39,photo,technology,negative,5
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29/10/20 15:38,photo,technology,neutral,20
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,24/5/21 18:03,video,food,negative,15
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25/2/21 20:02,GIF,cooking,positive,30
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2/5/21 3:45,GIF,cooking,negative,5
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28/1/21 8:49,GIF,cooking,positive,70
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15/2/21 13:06,GIF,cooking,neutral,35
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,4/11/20 21:25,GIF,cooking,negative,10
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23/6/20 22:12,GIF,cooking,positive,65
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16/2/21 4:01,GIF,cooking,positive,70
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,3/1/21 8:44,GIF,cooking,positive,30
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25/11/20 12:45,GIF,cooking,positive,72
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,3/12/20 16:47,GIF,cooking,positive,50
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22/5/21 21:03,GIF,cooking,positive,50
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18/1/21 13:39,GIF,cooking,positive,70
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,6/1/21 0:35,GIF,cooking,neutral,20
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14/5/21 14:33,GIF,cooking,positive,72
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27/5/21 15:21,GIF,cooking,negative,12
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21/7/20 2:12,GIF,cooking,neutral,35
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26/5/21 6:09,GIF,cooking,negative,10
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25/2/21 3:16,GIF,cooking,negative,10
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,7/12/20 22:50,GIF,cooking,positive,45
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24/10/20 14:06,GIF,cooking,neutral,20
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,1/9/20 21:18,GIF,cooking,neutral,35
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10/5/21 22:07,GIF,cooking,positive,72
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12/2/21 16:37,video,dogs,positive,70
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28/4/21 15:22,video,dogs,positive,60
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24/1/21 0:38,video,dogs,positive,45
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18/3/21 1:53,video,dogs,negative,12
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14/1/21 7:21,video,dogs,negative,0
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23/12/20 4:11,video,dogs,positive,60
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21/5/21 7:23,video,dogs,negative,5
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,28/3/21 23:25,video,dogs,positive,50
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16/9/20 7:33,video,dogs,neutral,35
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,8/11/20 10:53,video,dogs,neutral,20
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,6/3/21 5:23,video,dogs,positive,60
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13/1/21 23:35,video,dogs,negative,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,6/9/20 22:35,video,dogs,positive,70
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24/6/20 9:31,video,dogs,positive,30
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,7/2/21 21:39,video,dogs,negative,5
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21/1/21 18:28,video,dogs,positive,45
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27/2/21 0:21,video,dogs,negative,10
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22/8/20 12:06,video,dogs,negative,12
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,3/8/20 6:29,video,dogs,positive,70
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/8/20 6:20,video,dogs,negative,15
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,4/6/21 4:57,video,dogs,positive,70
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21/10/20 9:07,video,dogs,positive,75
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26/12/20 19:46,video,dogs,negative,10
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/3/21 22:47,video,dogs,negative,15
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31/3/21 9:48,video,dogs,neutral,20
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14/6/21 13:44,video,dogs,positive,30
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27/12/20 17:04,video,dogs,negative,15
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11/2/21 3:51,video,dogs,negative,15
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,7/12/20 19:07,video,dogs,positive,30
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28/12/20 8:31,video,dogs,positive,30
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26/10/20 5:27,video,dogs,positive,30
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26/9/20 18:43,video,dogs,negative,12
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25/11/20 13:01,video,dogs,negative,15
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11/7/20 5:51,video,dogs,positive,60
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19/3/21 16:23,video,dogs,positive,60
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11/10/20 18:31,video,dogs,positive,30
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2/11/20 20:15,video,dogs,positive,60
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,1/10/20 3:35,video,dogs,positive,70
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11/2/21 20:10,video,dogs,negative,0
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,7/2/21 15:59,video,dogs,positive,70
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17/10/20 11:46,video,dogs,negative,5
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,9/8/20 19:41,video,dogs,positive,50
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,1/2/21 2:40,video,dogs,positive,65
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30/1/21 9:36,video,dogs,positive,72
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31/3/21 15:24,video,technology,positive,70
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,5/2/21 17:00,video,technology,positive,75
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19/2/21 16:29,video,technology,positive,60
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25/7/20 0:00,video,technology,negative,12
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,13/7/20 2:38,photo,soccer,positive,72
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13/1/21 13:11,photo,soccer,neutral,20
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2/1/21 16:46,photo,soccer,negative,12
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26/11/20 2:25,photo,soccer,positive,45
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,25/8/20 19:18,photo,soccer,positive,70
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,1/2/21 0:15,photo,soccer,negative,5
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,4/6/21 14:36,photo,soccer,positive,65
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,19/8/20 13:38,photo,soccer,positive,72
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22/4/21 2:08,photo,soccer,positive,70
178,0bedca96-fb76-4287-a83c-17330ed39cce,super love,26/6/20 10:33,photo,soccer,positive,75
179,0bedca96-fb76-4287-a83c-17330ed39cce,like,15/8/20 18:16,photo,soccer,positive,50
180,0bedca96-fb76-4287-a83c-17330ed39cce,love,26/11/20 13:42,photo,soccer,positive,65
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14/4/21 0:56,photo,public speaking,positive,70
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21/7/20 21:27,photo,public speaking,neutral,20
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29/3/21 6:57,photo,public speaking,negative,10
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20/5/21 16:11,photo,public speaking,positive,70
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2/11/20 6:09,photo,public speaking,positive,50
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24/10/20 15:37,photo,public speaking,neutral,20
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,7/9/20 14:42,photo,public speaking,positive,60
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,4/3/21 2:46,photo,public speaking,negative,15
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,7/1/21 14:08,photo,public speaking,positive,72
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,6/7/20 11:18,photo,public speaking,neutral,35
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27/3/21 4:56,photo,public speaking,positive,50
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/11/20 21:25,photo,public speaking,positive,45
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22/8/20 1:25,photo,public speaking,positive,70
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14/6/21 11:45,photo,public speaking,neutral,35
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15/7/20 19:28,photo,public speaking,negative,12
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/3/21 14:39,photo,public speaking,positive,45
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,7/4/21 3:15,photo,public speaking,positive,75
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24/4/21 6:56,photo,public speaking,positive,70
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30/9/20 14:05,photo,public speaking,positive,60
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19/7/20 19:28,photo,public speaking,positive,60
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21/1/21 7:08,photo,public speaking,negative,15
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31/1/21 13:48,photo,public speaking,negative,15
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24/12/20 3:24,photo,public speaking,negative,5
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27/5/21 1:44,photo,public speaking,negative,0
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13/2/21 4:14,photo,public speaking,negative,0
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14/7/20 4:36,photo,public speaking,positive,72
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15/7/20 16:03,photo,public speaking,negative,10
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,8/10/20 17:23,photo,public speaking,positive,50
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12/11/20 23:55,photo,public speaking,positive,60
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21/2/21 5:01,photo,public speaking,positive,70
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,9/7/20 8:58,photo,public speaking,positive,45
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,26/6/20 23:45,photo,public speaking,positive,72
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,20/11/20 13:18,photo,public speaking,negative,12
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,29/5/21 21:34,photo,public speaking,positive,50
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,22/2/21 2:48,photo,public speaking,neutral,20
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,7/1/21 18:39,photo,public speaking,negative,15
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,1/10/20 15:10,photo,public speaking,positive,72
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21/11/20 8:24,photo,public speaking,negative,5
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15/4/21 13:50,photo,public speaking,negative,15
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,30/6/20 1:14,photo,public speaking,positive,65
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,1/12/20 15:06,photo,public speaking,positive,70
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,7/11/20 0:47,photo,public speaking,negative,15
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,30/6/20 13:08,GIF,science,positive,75
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,4/8/20 3:09,GIF,science,positive,60
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28/7/20 7:01,GIF,science,positive,45
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,25/10/20 2:39,GIF,science,positive,75
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,5/7/20 3:37,GIF,science,negative,12
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28/4/21 15:16,GIF,science,positive,70
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,31/1/21 0:54,GIF,science,neutral,20
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,29/8/20 11:37,GIF,science,positive,72
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15/10/20 12:09,GIF,science,positive,45
232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2/8/20 21:20,GIF,science,positive,65
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,31/10/20 21:46,GIF,science,negative,15
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,12/10/20 9:40,GIF,science,positive,60
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/20 12:22,GIF,science,positive,70
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,9/1/21 16:37,GIF,science,positive,50
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23/8/20 4:39,GIF,science,negative,5
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22/12/20 4:20,GIF,science,positive,65
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,7/11/20 8:49,GIF,science,negative,0
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17/4/21 22:45,GIF,science,positive,72
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21/4/21 0:21,GIF,science,negative,15
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19/7/20 10:33,GIF,science,positive,45
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,6/7/20 2:08,GIF,science,positive,45
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,26/3/21 5:42,GIF,science,positive,65
245,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13/9/20 11:24,GIF,tennis,positive,70
246,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,28/1/21 21:06,GIF,tennis,negative,12
247,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,20/1/21 1:15,GIF,tennis,neutral,20
248,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,3/9/20 1:15,GIF,tennis,positive,75
249,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,9/1/21 10:46,GIF,tennis,negative,12
250,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,19/9/20 22:29,GIF,tennis,neutral,20
251,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,29/5/21 7:21,GIF,tennis,positive,75
252,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,15/5/21 19:04,GIF,tennis,negative,12
253,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,15/8/20 12:27,GIF,tennis,positive,45
254,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,31/3/21 15:51,GIF,tennis,negative,0
